transaction_id,date_id,date,year,quarter,month,month_name,product_id,product_name,category,customer_id,company_name,segment,region,salesperson_id,salesperson_name,seniority,quantity,revenue,cost,profit,margin_pct
T02317,619,2023-09-11,2023,3,9,September,P013,Support,Services,C0113,Castro,SMB,North,S004,Juan Fogaça,Senior,19,321428.32,128571.33,192856.99,60.0
T02318,245,2022-09-02,2022,3,9,September,P003,BI Tool,Software,C0150,Pastor S.A.,SMB,West,S011,Dr. Vitor Gabriel Caldeira,Mid,17,10074.71,3626.9,6447.81,64.0
T02319,848,2024-04-27,2024,2,4,April,P003,BI Tool,Software,C0181,Vargas das Neves S/A,SMB,Central,S015,Liam da Cunha,Mid,18,10667.34,3840.24,6827.1,64.0
T02320,450,2023-03-26,2023,1,3,March,P001,ERP License,Software,C0070,Pacheco e Filhos,SMB,West,S015,Liam da Cunha,Mid,18,39337.74,13768.21,25569.53,65.0
T02321,930,2024-07-18,2024,3,7,July,P020,API Access,Subscriptions,C0160,da Paz,Enterprise,Central,S030,Vinicius Martins,Mid,8,1186.4,403.38,783.02,66.0
T02322,520,2023-06-04,2023,2,6,June,P002,CRM License,Software,C0011,da Cruz,Mid-Market,East,S024,Vicente Ribeiro,Mid,18,21635.64,11899.6,9736.04,45.0
T02323,362,2022-12-28,2022,4,12,December,P003,BI Tool,Software,C0138,Souza e Filhos,Enterprise,Central,S002,Luiz Gustavo Barros,Mid,9,5333.67,1920.12,3413.55,64.0
T02324,8,2022-01-08,2022,1,1,January,P015,Audit,Services,C0167,Vargas,SMB,South,S011,Dr. Vitor Gabriel Caldeira,Mid,19,39888.6,21938.73,17949.87,45.0
T02325,478,2023-04-23,2023,2,4,April,P006,Laptop,Hardware,C0098,Aragão,SMB,Central,S002,Luiz Gustavo Barros,Mid,10,22376.5,7160.48,15216.02,68.0
T02326,495,2023-05-10,2023,2,5,May,P013,Support,Services,C0031,Garcia Barros S/A,Mid-Market,Central,S023,Caleb Duarte,Senior,2,33834.56,13533.82,20300.74,60.0
T02327,833,2024-04-12,2024,2,4,April,P001,ERP License,Software,C0012,Camargo - EI,Enterprise,West,S029,Rhavi Fernandes,Junior,17,37152.31,13003.31,24149.0,65.0
T02328,1063,2024-11-28,2024,4,11,November,P020,API Access,Subscriptions,C0108,Santos,SMB,South,S005,Joaquim Casa Grande,Mid,13,1927.9,655.49,1272.41,66.0
T02329,593,2023-08-16,2023,3,8,August,P019,Add-on Pack,Subscriptions,C0080,Pacheco,Enterprise,Central,S013,Maria Isis Sousa,Mid,11,12830.73,7313.52,5517.21,43.0
T02330,187,2022-07-06,2022,3,7,July,P001,ERP License,Software,C0166,Sá Peixoto - ME,SMB,South,S001,Dr. Luiz Otávio Monteiro,Mid,16,34966.88,12238.41,22728.47,65.0
T02331,754,2024-01-24,2024,1,1,January,P002,CRM License,Software,C0067,Rodrigues,Mid-Market,North,S007,Rebeca Moraes,Junior,7,8413.86,4627.62,3786.24,45.0
T02332,93,2022-04-03,2022,2,4,April,P015,Audit,Services,C0194,Pinto Cavalcante S.A.,Mid-Market,North,S007,Rebeca Moraes,Junior,3,6298.2,3464.01,2834.19,45.0
T02333,86,2022-03-27,2022,1,3,March,P014,Training,Services,C0052,Cavalcante,Mid-Market,South,S010,Dra. Clarice Moraes,Junior,16,263032.8,170971.32,92061.48,35.0
T02334,1068,2024-12-03,2024,4,12,December,P019,Add-on Pack,Subscriptions,C0133,Nogueira,SMB,North,S006,Dr. Antony Souza,Junior,19,22162.17,12632.44,9529.73,43.0
T02335,137,2022-05-17,2022,2,5,May,P011,Consulting,Services,C0139,Monteiro,SMB,East,S020,Joana Vieira,Mid,16,302575.68,154313.6,148262.08,49.0
T02336,421,2023-02-25,2023,1,2,February,P015,Audit,Services,C0025,Monteiro - EI,Mid-Market,South,S012,Danilo Fonseca,Mid,2,4198.8,2309.34,1889.46,45.0
T02337,74,2022-03-15,2022,1,3,March,P006,Laptop,Hardware,C0035,da Rocha - EI,SMB,South,S013,Maria Isis Sousa,Mid,14,31327.1,10024.67,21302.43,68.0
T02338,171,2022-06-20,2022,2,6,June,P020,API Access,Subscriptions,C0163,Mendes e Filhos,Enterprise,North,S024,Vicente Ribeiro,Mid,10,1483.0,504.22,978.78,66.0
T02339,170,2022-06-19,2022,2,6,June,P009,Printer,Hardware,C0022,Borges - ME,SMB,South,S028,Ana Luiza Azevedo,Mid,19,82940.13,32346.65,50593.48,61.0
T02340,872,2024-05-21,2024,2,5,May,P005,Cloud Storage,Software,C0165,Vieira Ltda.,SMB,Central,S011,Dr. Vitor Gabriel Caldeira,Mid,11,35786.74,16461.9,19324.84,54.0
T02341,322,2022-11-18,2022,4,11,November,P020,API Access,Subscriptions,C0183,Rios Ramos e Filhos,Mid-Market,South,S018,Igor Nascimento,Junior,18,2669.4,907.6,1761.8,66.0
T02342,456,2023-04-01,2023,2,4,April,P002,CRM License,Software,C0096,Cunha Caldeira - ME,Mid-Market,North,S002,Luiz Gustavo Barros,Mid,11,13221.78,7271.98,5949.8,45.0
T02343,944,2024-08-01,2024,3,8,August,P006,Laptop,Hardware,C0117,Nascimento da Luz Ltda.,Mid-Market,West,S016,Sophia Sampaio,Mid,9,20138.85,6444.43,13694.42,68.0
T02344,790,2024-02-29,2024,1,2,February,P018,Enterprise Plan,Subscriptions,C0200,Azevedo S.A.,Enterprise,West,S002,Luiz Gustavo Barros,Mid,19,33928.3,15946.3,17982.0,53.0
T02345,613,2023-09-05,2023,3,9,September,P019,Add-on Pack,Subscriptions,C0192,Teixeira Ltda.,Enterprise,East,S019,Alexia das Neves,Mid,10,11664.3,6648.65,5015.65,43.0
T02346,889,2024-06-07,2024,2,6,June,P009,Printer,Hardware,C0020,Souza - ME,SMB,Central,S006,Dr. Antony Souza,Junior,3,13095.81,5107.37,7988.44,61.0
T02347,349,2022-12-15,2022,4,12,December,P006,Laptop,Hardware,C0106,Moreira - EI,Enterprise,South,S001,Dr. Luiz Otávio Monteiro,Mid,3,6712.95,2148.14,4564.81,68.0
T02348,10,2022-01-10,2022,1,1,January,P014,Training,Services,C0004,Silva - ME,SMB,West,S011,Dr. Vitor Gabriel Caldeira,Mid,8,131516.4,85485.66,46030.74,35.0
T02349,740,2024-01-10,2024,1,1,January,P013,Support,Services,C0018,Ferreira,Enterprise,North,S018,Igor Nascimento,Junior,6,101503.68,40601.47,60902.21,60.0
T02350,667,2023-10-29,2023,4,10,October,P011,Consulting,Services,C0051,Mendonça,SMB,Central,S010,Dra. Clarice Moraes,Junior,1,18910.98,9644.6,9266.38,49.0
T02351,546,2023-06-30,2023,2,6,June,P012,Implementation,Services,C0196,Duarte,SMB,North,S018,Igor Nascimento,Junior,6,33166.14,13598.12,19568.02,59.0
T02352,129,2022-05-09,2022,2,5,May,P019,Add-on Pack,Subscriptions,C0020,Souza - ME,SMB,Central,S030,Vinicius Martins,Mid,2,2332.86,1329.73,1003.13,43.0
T02353,601,2023-08-24,2023,3,8,August,P019,Add-on Pack,Subscriptions,C0122,Sales Souza - EI,SMB,North,S028,Ana Luiza Azevedo,Mid,19,22162.17,12632.44,9529.73,43.0
T02354,605,2023-08-28,2023,3,8,August,P019,Add-on Pack,Subscriptions,C0137,Borges,Mid-Market,North,S001,Dr. Luiz Otávio Monteiro,Mid,7,8165.01,4654.06,3510.95,43.0
T02355,327,2022-11-23,2022,4,11,November,P013,Support,Services,C0080,Pacheco,Enterprise,Central,S019,Alexia das Neves,Mid,11,186090.08,74436.03,111654.05,60.0
T02356,980,2024-09-06,2024,3,9,September,P014,Training,Services,C0154,Albuquerque Cirino S.A.,Mid-Market,Central,S016,Sophia Sampaio,Mid,11,180835.05,117542.78,63292.27,35.0
T02357,404,2023-02-08,2023,1,2,February,P018,Enterprise Plan,Subscriptions,C0102,Moraes e Filhos,Enterprise,South,S026,Vitor Hugo da Costa,Senior,4,7142.8,3357.12,3785.68,53.0
T02358,629,2023-09-21,2023,3,9,September,P012,Implementation,Services,C0025,Monteiro - EI,Mid-Market,South,S007,Rebeca Moraes,Junior,16,88443.04,36261.65,52181.39,59.0
T02359,718,2023-12-19,2023,4,12,December,P004,Security Suite,Software,C0196,Duarte,SMB,North,S015,Liam da Cunha,Mid,5,6626.6,2650.64,3975.96,60.0
T02360,1041,2024-11-06,2024,4,11,November,P010,Network Switch,Hardware,C0169,Silva,Mid-Market,Central,S029,Rhavi Fernandes,Junior,7,21310.24,7671.69,13638.55,64.0
T02361,274,2022-10-01,2022,4,10,October,P017,Pro Plan,Subscriptions,C0059,Pires,Mid-Market,South,S001,Dr. Luiz Otávio Monteiro,Mid,16,3532.16,1448.19,2083.97,59.0
T02362,685,2023-11-16,2023,4,11,November,P004,Security Suite,Software,C0045,da Luz,Mid-Market,West,S023,Caleb Duarte,Senior,15,19879.8,7951.92,11927.88,60.0
T02363,116,2022-04-26,2022,2,4,April,P012,Implementation,Services,C0041,Vieira,SMB,Central,S021,Ana Luiza Cunha,Senior,5,27638.45,11331.76,16306.69,59.0
T02364,861,2024-05-10,2024,2,5,May,P013,Support,Services,C0038,Alves,SMB,North,S009,Guilherme Alves,Mid,1,16917.28,6766.91,10150.37,60.0
T02365,693,2023-11-24,2023,4,11,November,P004,Security Suite,Software,C0117,Nascimento da Luz Ltda.,Mid-Market,West,S002,Luiz Gustavo Barros,Mid,9,11927.88,4771.15,7156.73,60.0
T02366,324,2022-11-20,2022,4,11,November,P010,Network Switch,Hardware,C0019,Correia,SMB,West,S017,Mirella Brito,Mid,5,15221.6,5479.78,9741.82,64.0
T02367,961,2024-08-18,2024,3,8,August,P003,BI Tool,Software,C0014,da Rocha,SMB,South,S025,Bella Fernandes,Junior,6,3555.78,1280.08,2275.7,64.0
T02368,114,2022-04-24,2022,2,4,April,P015,Audit,Services,C0127,Garcia,SMB,Central,S024,Vicente Ribeiro,Mid,3,6298.2,3464.01,2834.19,45.0
T02369,1082,2024-12-17,2024,4,12,December,P002,CRM License,Software,C0149,Vasconcelos Vargas S/A,SMB,West,S010,Dra. Clarice Moraes,Junior,6,7211.88,3966.53,3245.35,45.0
T02370,154,2022-06-03,2022,2,6,June,P017,Pro Plan,Subscriptions,C0143,Mendes Gomes Ltda.,SMB,West,S006,Dr. Antony Souza,Junior,8,1766.08,724.09,1041.99,59.0
T02371,315,2022-11-11,2022,4,11,November,P006,Laptop,Hardware,C0003,Peixoto,Mid-Market,East,S005,Joaquim Casa Grande,Mid,6,13425.9,4296.29,9129.61,68.0
T02372,1065,2024-11-30,2024,4,11,November,P008,Monitor,Hardware,C0037,Cavalcante,SMB,Central,S008,Hellena Cirino,Mid,16,47891.52,21551.18,26340.34,55.0
T02373,105,2022-04-15,2022,2,4,April,P003,BI Tool,Software,C0117,Nascimento da Luz Ltda.,Mid-Market,West,S008,Hellena Cirino,Mid,16,9482.08,3413.55,6068.53,64.0
T02374,354,2022-12-20,2022,4,12,December,P018,Enterprise Plan,Subscriptions,C0174,Machado,SMB,South,S030,Vinicius Martins,Mid,3,5357.1,2517.84,2839.26,53.0
T02375,1016,2024-10-12,2024,4,10,October,P001,ERP License,Software,C0016,Pires,SMB,South,S005,Joaquim Casa Grande,Mid,17,37152.31,13003.31,24149.0,65.0
T02376,733,2024-01-03,2024,1,1,January,P016,Basic Plan,Subscriptions,C0142,Fonseca Ltda.,SMB,West,S012,Danilo Fonseca,Mid,6,4686.48,1593.4,3093.08,66.0
T02377,709,2023-12-10,2023,4,12,December,P007,Server,Hardware,C0009,Melo e Filhos,Mid-Market,East,S007,Rebeca Moraes,Junior,6,12166.62,7786.64,4379.98,36.0
T02378,651,2023-10-13,2023,4,10,October,P003,BI Tool,Software,C0007,Almeida,Mid-Market,West,S013,Maria Isis Sousa,Mid,19,11259.97,4053.59,7206.38,64.0
T02379,824,2024-04-03,2024,2,4,April,P004,Security Suite,Software,C0142,Fonseca Ltda.,SMB,West,S013,Maria Isis Sousa,Mid,15,19879.8,7951.92,11927.88,60.0
T02380,947,2024-08-04,2024,3,8,August,P009,Printer,Hardware,C0134,Pastor,Mid-Market,North,S017,Mirella Brito,Mid,19,82940.13,32346.65,50593.48,61.0
T02381,661,2023-10-23,2023,4,10,October,P005,Cloud Storage,Software,C0015,Carvalho,SMB,Central,S004,Juan Fogaça,Senior,2,6506.68,2993.07,3513.61,54.0
T02382,99,2022-04-09,2022,2,4,April,P019,Add-on Pack,Subscriptions,C0180,Farias,SMB,North,S018,Igor Nascimento,Junior,8,9331.44,5318.92,4012.52,43.0
T02383,588,2023-08-11,2023,3,8,August,P015,Audit,Services,C0072,Viana S.A.,Enterprise,South,S010,Dra. Clarice Moraes,Junior,7,14695.8,8082.69,6613.11,45.0
T02384,282,2022-10-09,2022,4,10,October,P008,Monitor,Hardware,C0162,Alves Ltda.,SMB,Central,S003,Dra. Agatha Melo,Mid,8,23945.76,10775.59,13170.17,55.0
T02385,403,2023-02-07,2023,1,2,February,P006,Laptop,Hardware,C0104,Pinto - EI,SMB,North,S012,Danilo Fonseca,Mid,13,29089.45,9308.62,19780.83,68.0
T02386,700,2023-12-01,2023,4,12,December,P018,Enterprise Plan,Subscriptions,C0129,Teixeira S/A,SMB,North,S001,Dr. Luiz Otávio Monteiro,Mid,15,26785.5,12589.18,14196.32,53.0
T02387,199,2022-07-18,2022,3,7,July,P019,Add-on Pack,Subscriptions,C0096,Cunha Caldeira - ME,Mid-Market,North,S027,Helena Pimenta,Mid,12,13997.16,7978.38,6018.78,43.0
T02388,327,2022-11-23,2022,4,11,November,P015,Audit,Services,C0122,Sales Souza - EI,SMB,North,S011,Dr. Vitor Gabriel Caldeira,Mid,15,31491.0,17320.05,14170.95,45.0
T02389,154,2022-06-03,2022,2,6,June,P007,Server,Hardware,C0115,da Costa,SMB,Central,S018,Igor Nascimento,Junior,14,28388.78,18168.82,10219.96,36.0
T02390,552,2023-07-06,2023,3,7,July,P010,Network Switch,Hardware,C0197,Siqueira S/A,SMB,North,S013,Maria Isis Sousa,Mid,7,21310.24,7671.69,13638.55,64.0
T02391,405,2023-02-09,2023,1,2,February,P006,Laptop,Hardware,C0148,Siqueira Machado S/A,SMB,North,S017,Mirella Brito,Mid,17,38040.05,12172.82,25867.23,68.0
T02392,462,2023-04-07,2023,2,4,April,P014,Training,Services,C0080,Pacheco,Enterprise,Central,S008,Hellena Cirino,Mid,5,82197.75,53428.54,28769.21,35.0
T02393,132,2022-05-12,2022,2,5,May,P017,Pro Plan,Subscriptions,C0007,Almeida,Mid-Market,West,S020,Joana Vieira,Mid,10,2207.6,905.12,1302.48,59.0
T02394,791,2024-03-01,2024,1,3,March,P009,Printer,Hardware,C0135,Camargo,Enterprise,North,S019,Alexia das Neves,Mid,19,82940.13,32346.65,50593.48,61.0
T02395,874,2024-05-23,2024,2,5,May,P019,Add-on Pack,Subscriptions,C0050,Nogueira Alves - EI,Mid-Market,North,S017,Mirella Brito,Mid,18,20995.74,11967.57,9028.17,43.0
T02396,84,2022-03-25,2022,1,3,March,P005,Cloud Storage,Software,C0130,Pereira,SMB,Central,S002,Luiz Gustavo Barros,Mid,10,32533.4,14965.36,17568.04,54.0
T02397,754,2024-01-24,2024,1,1,January,P007,Server,Hardware,C0047,Duarte,SMB,South,S003,Dra. Agatha Melo,Mid,2,4055.54,2595.55,1459.99,36.0
T02398,628,2023-09-20,2023,3,9,September,P019,Add-on Pack,Subscriptions,C0014,da Rocha,SMB,South,S003,Dra. Agatha Melo,Mid,6,6998.58,3989.19,3009.39,43.0
T02399,221,2022-08-09,2022,3,8,August,P020,API Access,Subscriptions,C0031,Garcia Barros S/A,Mid-Market,Central,S006,Dr. Antony Souza,Junior,3,444.9,151.27,293.63,66.0
T02400,553,2023-07-07,2023,3,7,July,P007,Server,Hardware,C0050,Nogueira Alves - EI,Mid-Market,North,S010,Dra. Clarice Moraes,Junior,19,38527.63,24657.68,13869.95,36.0
T02401,112,2022-04-22,2022,2,4,April,P002,CRM License,Software,C0189,Farias Ltda.,Mid-Market,Central,S024,Vicente Ribeiro,Mid,5,6009.9,3305.44,2704.46,45.0
T02402,615,2023-09-07,2023,3,9,September,P016,Basic Plan,Subscriptions,C0041,Vieira,SMB,Central,S022,Sr. Mateus Abreu,Mid,7,5467.56,1858.97,3608.59,66.0
T02403,924,2024-07-12,2024,3,7,July,P013,Support,Services,C0014,da Rocha,SMB,South,S018,Igor Nascimento,Junior,7,118420.96,47368.38,71052.58,60.0
T02404,475,2023-04-20,2023,2,4,April,P008,Monitor,Hardware,C0133,Nogueira,SMB,North,S018,Igor Nascimento,Junior,10,29932.2,13469.49,16462.71,55.0
T02405,836,2024-04-15,2024,2,4,April,P006,Laptop,Hardware,C0005,Monteiro Santos S.A.,SMB,Central,S014,Maria Julia Marques,Mid,1,2237.65,716.05,1521.6,68.0
T02406,271,2022-09-28,2022,3,9,September,P006,Laptop,Hardware,C0192,Teixeira Ltda.,Enterprise,East,S016,Sophia Sampaio,Mid,11,24614.15,7876.53,16737.62,68.0
T02407,421,2023-02-25,2023,1,2,February,P009,Printer,Hardware,C0157,Cassiano,SMB,North,S007,Rebeca Moraes,Junior,7,30556.89,11917.19,18639.7,61.0
T02408,707,2023-12-08,2023,4,12,December,P004,Security Suite,Software,C0005,Monteiro Santos S.A.,SMB,Central,S001,Dr. Luiz Otávio Monteiro,Mid,6,7951.92,3180.77,4771.15,60.0
T02409,40,2022-02-09,2022,1,2,February,P011,Consulting,Services,C0113,Castro,SMB,North,S017,Mirella Brito,Mid,6,113465.88,57867.6,55598.28,49.0
T02410,189,2022-07-08,2022,3,7,July,P005,Cloud Storage,Software,C0118,Cavalcante,SMB,South,S023,Caleb Duarte,Senior,13,42293.42,19454.97,22838.45,54.0
T02411,994,2024-09-20,2024,3,9,September,P017,Pro Plan,Subscriptions,C0096,Cunha Caldeira - ME,Mid-Market,North,S025,Bella Fernandes,Junior,16,3532.16,1448.19,2083.97,59.0
T02412,536,2023-06-20,2023,2,6,June,P020,API Access,Subscriptions,C0036,Cassiano Ltda.,Mid-Market,East,S005,Joaquim Casa Grande,Mid,13,1927.9,655.49,1272.41,66.0
T02413,1028,2024-10-24,2024,4,10,October,P007,Server,Hardware,C0079,Souza Lopes - EI,SMB,East,S027,Helena Pimenta,Mid,2,4055.54,2595.55,1459.99,36.0
T02414,290,2022-10-17,2022,4,10,October,P015,Audit,Services,C0019,Correia,SMB,West,S001,Dr. Luiz Otávio Monteiro,Mid,19,39888.6,21938.73,17949.87,45.0
T02415,433,2023-03-09,2023,1,3,March,P015,Audit,Services,C0192,Teixeira Ltda.,Enterprise,East,S021,Ana Luiza Cunha,Senior,19,39888.6,21938.73,17949.87,45.0
T02416,471,2023-04-16,2023,2,4,April,P014,Training,Services,C0022,Borges - ME,SMB,South,S027,Helena Pimenta,Mid,19,312351.45,203028.44,109323.01,35.0
T02417,628,2023-09-20,2023,3,9,September,P013,Support,Services,C0162,Alves Ltda.,SMB,Central,S017,Mirella Brito,Mid,18,304511.04,121804.42,182706.62,60.0
T02418,279,2022-10-06,2022,4,10,October,P011,Consulting,Services,C0056,Alves,Mid-Market,South,S010,Dra. Clarice Moraes,Junior,6,113465.88,57867.6,55598.28,49.0
T02419,877,2024-05-26,2024,2,5,May,P013,Support,Services,C0017,da Rocha,SMB,Central,S012,Danilo Fonseca,Mid,2,33834.56,13533.82,20300.74,60.0
T02420,581,2023-08-04,2023,3,8,August,P009,Printer,Hardware,C0184,Leão Ltda.,Enterprise,North,S025,Bella Fernandes,Junior,19,82940.13,32346.65,50593.48,61.0
T02421,863,2024-05-12,2024,2,5,May,P010,Network Switch,Hardware,C0017,da Rocha,SMB,Central,S020,Joana Vieira,Mid,6,18265.92,6575.73,11690.19,64.0
T02422,254,2022-09-11,2022,3,9,September,P004,Security Suite,Software,C0146,Jesus,SMB,East,S025,Bella Fernandes,Junior,15,19879.8,7951.92,11927.88,60.0
T02423,181,2022-06-30,2022,2,6,June,P017,Pro Plan,Subscriptions,C0173,Macedo,SMB,East,S002,Luiz Gustavo Barros,Mid,6,1324.56,543.07,781.49,59.0
T02424,681,2023-11-12,2023,4,11,November,P014,Training,Services,C0078,Aragão,Mid-Market,East,S023,Caleb Duarte,Senior,3,49318.65,32057.12,17261.53,35.0
T02425,825,2024-04-04,2024,2,4,April,P018,Enterprise Plan,Subscriptions,C0056,Alves,Mid-Market,South,S016,Sophia Sampaio,Mid,11,19642.7,9232.07,10410.63,53.0
T02426,700,2023-12-01,2023,4,12,December,P011,Consulting,Services,C0080,Pacheco,Enterprise,Central,S015,Liam da Cunha,Mid,8,151287.84,77156.8,74131.04,49.0
T02427,566,2023-07-20,2023,3,7,July,P016,Basic Plan,Subscriptions,C0050,Nogueira Alves - EI,Mid-Market,North,S028,Ana Luiza Azevedo,Mid,18,14059.44,4780.21,9279.23,66.0
T02428,680,2023-11-11,2023,4,11,November,P001,ERP License,Software,C0058,da Conceição S.A.,SMB,South,S013,Maria Isis Sousa,Mid,17,37152.31,13003.31,24149.0,65.0
T02429,391,2023-01-26,2023,1,1,January,P007,Server,Hardware,C0018,Ferreira,Enterprise,North,S018,Igor Nascimento,Junior,19,38527.63,24657.68,13869.95,36.0
T02430,212,2022-07-31,2022,3,7,July,P010,Network Switch,Hardware,C0135,Camargo,Enterprise,North,S028,Ana Luiza Azevedo,Mid,19,57842.08,20823.15,37018.93,64.0
T02431,384,2023-01-19,2023,1,1,January,P009,Printer,Hardware,C0076,Pereira,Enterprise,North,S020,Joana Vieira,Mid,17,74209.59,28941.74,45267.85,61.0
T02432,342,2022-12-08,2022,4,12,December,P003,BI Tool,Software,C0010,Pereira,Enterprise,North,S022,Sr. Mateus Abreu,Mid,4,2370.52,853.39,1517.13,64.0
T02433,844,2024-04-23,2024,2,4,April,P014,Training,Services,C0069,Sales,Enterprise,East,S014,Maria Julia Marques,Mid,7,115076.85,74799.95,40276.9,35.0
T02434,1062,2024-11-27,2024,4,11,November,P015,Audit,Services,C0085,Aragão,Mid-Market,South,S018,Igor Nascimento,Junior,5,10497.0,5773.35,4723.65,45.0
T02435,420,2023-02-24,2023,1,2,February,P002,CRM License,Software,C0131,Lima Cirino e Filhos,SMB,North,S002,Luiz Gustavo Barros,Mid,16,19231.68,10577.42,8654.26,45.0
T02436,751,2024-01-21,2024,1,1,January,P014,Training,Services,C0083,Pimenta Freitas - ME,SMB,North,S002,Luiz Gustavo Barros,Mid,6,98637.3,64114.24,34523.06,35.0
T02437,306,2022-11-02,2022,4,11,November,P016,Basic Plan,Subscriptions,C0109,Lima - EI,Enterprise,Central,S003,Dra. Agatha Melo,Mid,14,10935.12,3717.94,7217.18,66.0
T02438,702,2023-12-03,2023,4,12,December,P007,Server,Hardware,C0044,Câmara S/A,Mid-Market,Central,S005,Joaquim Casa Grande,Mid,2,4055.54,2595.55,1459.99,36.0
T02439,869,2024-05-18,2024,2,5,May,P004,Security Suite,Software,C0198,Rocha Barros - EI,Mid-Market,Central,S025,Bella Fernandes,Junior,18,23855.76,9542.3,14313.46,60.0
T02440,537,2023-06-21,2023,2,6,June,P018,Enterprise Plan,Subscriptions,C0142,Fonseca Ltda.,SMB,West,S016,Sophia Sampaio,Mid,18,32142.6,15107.02,17035.58,53.0
T02441,206,2022-07-25,2022,3,7,July,P005,Cloud Storage,Software,C0132,Alves Ltda.,SMB,East,S022,Sr. Mateus Abreu,Mid,13,42293.42,19454.97,22838.45,54.0
T02442,496,2023-05-11,2023,2,5,May,P006,Laptop,Hardware,C0018,Ferreira,Enterprise,North,S015,Liam da Cunha,Mid,18,40277.7,12888.86,27388.84,68.0
T02443,1071,2024-12-06,2024,4,12,December,P007,Server,Hardware,C0093,Nunes Machado e Filhos,SMB,East,S012,Danilo Fonseca,Mid,17,34472.09,22062.14,12409.95,36.0
T02444,504,2023-05-19,2023,2,5,May,P015,Audit,Services,C0180,Farias,SMB,North,S030,Vinicius Martins,Mid,13,27292.2,15010.71,12281.49,45.0
T02445,1046,2024-11-11,2024,4,11,November,P001,ERP License,Software,C0038,Alves,SMB,North,S009,Guilherme Alves,Mid,12,26225.16,9178.81,17046.35,65.0
T02446,213,2022-08-01,2022,3,8,August,P004,Security Suite,Software,C0148,Siqueira Machado S/A,SMB,North,S026,Vitor Hugo da Costa,Senior,3,3975.96,1590.38,2385.58,60.0
T02447,310,2022-11-06,2022,4,11,November,P001,ERP License,Software,C0172,Costela S/A,SMB,East,S014,Maria Julia Marques,Mid,7,15298.01,5354.3,9943.71,65.0
T02448,661,2023-10-23,2023,4,10,October,P011,Consulting,Services,C0051,Mendonça,SMB,Central,S029,Rhavi Fernandes,Junior,1,18910.98,9644.6,9266.38,49.0
T02449,753,2024-01-23,2024,1,1,January,P018,Enterprise Plan,Subscriptions,C0019,Correia,SMB,West,S021,Ana Luiza Cunha,Senior,5,8928.5,4196.39,4732.11,53.0
T02450,272,2022-09-29,2022,3,9,September,P014,Training,Services,C0120,Pinto,SMB,North,S016,Sophia Sampaio,Mid,1,16439.55,10685.71,5753.84,35.0
T02451,938,2024-07-26,2024,3,7,July,P011,Consulting,Services,C0068,Vargas,Enterprise,West,S011,Dr. Vitor Gabriel Caldeira,Mid,4,75643.92,38578.4,37065.52,49.0
T02452,32,2022-02-01,2022,1,2,February,P010,Network Switch,Hardware,C0066,Sousa e Filhos,SMB,South,S006,Dr. Antony Souza,Junior,1,3044.32,1095.96,1948.36,64.0
T02453,443,2023-03-19,2023,1,3,March,P017,Pro Plan,Subscriptions,C0141,Gomes S/A,SMB,North,S010,Dra. Clarice Moraes,Junior,13,2869.88,1176.65,1693.23,59.0
T02454,162,2022-06-11,2022,2,6,June,P004,Security Suite,Software,C0190,Pereira,SMB,Central,S028,Ana Luiza Azevedo,Mid,14,18554.48,7421.79,11132.69,60.0
T02455,767,2024-02-06,2024,1,2,February,P015,Audit,Services,C0189,Farias Ltda.,Mid-Market,Central,S008,Hellena Cirino,Mid,15,31491.0,17320.05,14170.95,45.0
T02456,254,2022-09-11,2022,3,9,September,P016,Basic Plan,Subscriptions,C0158,da Paz,SMB,West,S016,Sophia Sampaio,Mid,17,13278.36,4514.64,8763.72,66.0
T02457,521,2023-06-05,2023,2,6,June,P013,Support,Services,C0098,Aragão,SMB,Central,S003,Dra. Agatha Melo,Mid,12,203007.36,81202.94,121804.42,60.0
T02458,977,2024-09-03,2024,3,9,September,P009,Printer,Hardware,C0158,da Paz,SMB,West,S002,Luiz Gustavo Barros,Mid,7,30556.89,11917.19,18639.7,61.0
T02459,10,2022-01-10,2022,1,1,January,P011,Consulting,Services,C0179,Ferreira Ltda.,SMB,West,S016,Sophia Sampaio,Mid,19,359308.62,183247.4,176061.22,49.0
T02460,726,2023-12-27,2023,4,12,December,P011,Consulting,Services,C0088,Vasconcelos Ribeiro - ME,SMB,Central,S019,Alexia das Neves,Mid,3,56732.94,28933.8,27799.14,49.0
T02461,505,2023-05-20,2023,2,5,May,P006,Laptop,Hardware,C0176,Alves da Cunha S.A.,SMB,North,S030,Vinicius Martins,Mid,18,40277.7,12888.86,27388.84,68.0
T02462,785,2024-02-24,2024,1,2,February,P001,ERP License,Software,C0033,Machado,Enterprise,East,S009,Guilherme Alves,Mid,4,8741.72,3059.6,5682.12,65.0
T02463,436,2023-03-12,2023,1,3,March,P006,Laptop,Hardware,C0105,Siqueira,SMB,West,S016,Sophia Sampaio,Mid,3,6712.95,2148.14,4564.81,68.0
T02464,153,2022-06-02,2022,2,6,June,P013,Support,Services,C0074,Pinto,Mid-Market,West,S022,Sr. Mateus Abreu,Mid,12,203007.36,81202.94,121804.42,60.0
T02465,917,2024-07-05,2024,3,7,July,P005,Cloud Storage,Software,C0082,Teixeira,Enterprise,East,S026,Vitor Hugo da Costa,Senior,12,39040.08,17958.44,21081.64,54.0
